%   time (s) 	    East (m)	     North (m)	   Psi (rad)	    gyro (rad/s)   radar (m/s)
%--------------------------------------------------------------------------------------------------
   1.9700000e+02  -4.9598651e+02   5.3362258e+01   4.7334060e+00   4.3706000e-02   2.0671200e+00
   1.9720000e+02  -4.9642090e+02   5.3384371e+01   4.7330400e+00   3.3046000e-02   2.0776800e+00
   1.9740000e+02  -4.9685966e+02   5.3401774e+01   4.7302030e+00   3.6244000e-02   2.1146400e+00
   1.9760000e+02  -4.9729958e+02   5.3422186e+01   4.7235610e+00   4.9036000e-02   2.0935200e+00
   1.9780000e+02  -4.9774808e+02   5.3460051e+01   4.7237340e+00   5.9696000e-02   2.1410400e+00
   1.9800000e+02  -4.9817184e+02   5.3461943e+01   4.7226060e+00   2.8782000e-02   2.1278400e+00
   1.9820000e+02  -4.9860044e+02   5.3439054e+01   4.7196760e+00   4.1574000e-02   2.1436800e+00
   1.9840000e+02  -4.9905679e+02   5.3421273e+01   4.7202800e+00   2.9848000e-02   2.1410400e+00
   1.9860000e+02  -4.9949538e+02   5.3416216e+01   4.7140140e+00   3.0914000e-02   2.1780000e+00
   1.9880000e+02  -4.9993443e+02   5.3411504e+01   4.7191640e+00   2.6650000e-02   2.0856000e+00
   1.9900000e+02  -5.0034600e+02   5.3392839e+01   4.7176190e+00   4.3706000e-02   2.1146400e+00
   1.9920000e+02  -5.0077946e+02   5.3395841e+01   4.7167850e+00   4.5838000e-02   2.1146400e+00
   1.9940000e+02  -5.0121522e+02   5.3387663e+01   4.7192370e+00   8.7412000e-02   2.1489600e+00
   1.9960000e+02  -5.0164977e+02   5.3372856e+01   4.7225120e+00   7.9950000e-02   2.1621600e+00
   1.9980000e+02  -5.0207301e+02   5.3364989e+01   4.7304180e+00   6.6092000e-02   2.1120000e+00
   2.0000000e+02  -5.0253053e+02   5.3397767e+01   4.7389020e+00   5.9696000e-02   2.1357600e+00
   2.0020000e+02  -5.0296794e+02   5.3420539e+01   4.7368370e+00   5.8630000e-02   2.0856000e+00
   2.0040000e+02  -5.0341266e+02   5.3442073e+01   4.7397560e+00   6.2894000e-02   2.1199200e+00
   2.0060000e+02  -5.0384488e+02   5.3452623e+01   4.7373870e+00   5.2234000e-02   2.1595200e+00
   2.0080000e+02  -5.0427356e+02   5.3473082e+01   4.7392350e+00   4.1574000e-02   2.1172800e+00
   2.0100000e+02  -5.0471624e+02   5.3445703e+01   4.7357970e+00   3.4112000e-02   2.1489600e+00
   2.0120000e+02  -5.0515918e+02   5.3453375e+01   4.7324840e+00   2.0254000e-02   2.1067200e+00
   2.0140000e+02  -5.0558971e+02   5.3452648e+01   4.7244360e+00   3.1980000e-02   2.1357600e+00
   2.0160000e+02  -5.0602662e+02   5.3451116e+01   4.7205950e+00   2.0254000e-02   2.1225600e+00
   2.0180000e+02  -5.0646150e+02   5.3438252e+01   4.7168110e+00   1.1726000e-02   2.0988000e+00
   2.0200000e+02  -5.0689059e+02   5.3426809e+01   4.7106850e+00   1.7056000e-02   2.1489600e+00
   2.0220000e+02  -5.0732593e+02   5.3418320e+01   4.7077780e+00   4.0508000e-02   2.0486400e+00
   2.0240000e+02  -5.0777873e+02   5.3407703e+01   4.7079880e+00   4.2640000e-02   2.1120000e+00
   2.0260000e+02  -5.0822147e+02   5.3391916e+01   4.7062410e+00   5.7564000e-02   2.1120000e+00
   2.0280000e+02  -5.0865630e+02   5.3389505e+01   4.7104500e+00   5.1168000e-02   2.1463200e+00
   2.0300000e+02  -5.0908085e+02   5.3389071e+01   4.7093010e+00   3.8376000e-02   2.1384000e+00
   2.0320000e+02  -5.0952701e+02   5.3394207e+01   4.7125760e+00   7.8884000e-02   2.1357600e+00
   2.0340000e+02  -5.0995507e+02   5.3435545e+01   4.7111700e+00   7.6752000e-02   2.1225600e+00
   2.0360000e+02  -5.1038368e+02   5.3398560e+01   4.7175550e+00   7.9950000e-02   2.1225600e+00
   2.0380000e+02  -5.1081276e+02   5.3389787e+01   4.7231550e+00   7.5686000e-02   2.1542400e+00
   2.0400000e+02  -5.1125922e+02   5.3397009e+01   4.7256380e+00   5.6498000e-02   2.0724000e+00
   2.0420000e+02  -5.1171219e+02   5.3402551e+01   4.7282250e+00   1.0020400e-01   2.1093600e+00
   2.0440000e+02  -5.1215056e+02   5.3397303e+01   4.7359190e+00   7.5686000e-02   2.1225600e+00
   2.0460000e+02  -5.1257606e+02   5.3381415e+01   4.7392690e+00   5.6498000e-02   2.0750400e+00
   2.0480000e+02  -5.1299863e+02   5.3413762e+01   4.7437680e+00   2.0254000e-02   2.1172800e+00
   2.0500000e+02  -5.1344265e+02   5.3410757e+01   4.7385730e+00   4.4772000e-02   2.0460000e+00
   2.0520000e+02  -5.1388250e+02   5.3407677e+01   4.7354220e+00   3.7310000e-02   2.1304800e+00
   2.0540000e+02  -5.1430480e+02   5.3400211e+01   4.7379560e+00   1.0660000e-02   1.9905600e+00
   2.0560000e+02  -5.1474898e+02   5.3415089e+01   4.7327060e+00  -2.1320000e-03   2.0539200e+00
   2.0580000e+02  -5.1520475e+02   5.3450176e+01   4.7265940e+00   5.3300000e-03   2.1410400e+00
   2.0600000e+02  -5.1563953e+02   5.3454839e+01   4.7144570e+00   4.5838000e-02   2.1331200e+00
   2.0620000e+02  -5.1606769e+02   5.3421152e+01   4.7184090e+00   3.6244000e-02   2.1700800e+00
   2.0640000e+02  -5.1652239e+02   5.3394910e+01   4.7170210e+00   3.4112000e-02   2.1172800e+00
   2.0660000e+02  -5.1697209e+02   5.3376751e+01   4.7142660e+00   3.3046000e-02   2.1278400e+00
   2.0680000e+02  -5.1741740e+02   5.3383847e+01   4.7100720e+00   3.8376000e-02   2.1621600e+00
   2.0700000e+02  -5.1784516e+02   5.3395852e+01   4.7073470e+00   4.7970000e-02   2.0671200e+00
   2.0720000e+02  -5.1827947e+02   5.3396979e+01   4.7092240e+00   5.8630000e-02   2.0618400e+00
   2.0740000e+02  -5.1873271e+02   5.3392953e+01   4.7058660e+00   7.2488000e-02   2.0539200e+00
   2.0760000e+02  -5.1917575e+02   5.3383959e+01   4.7084310e+00   9.2742000e-02   2.1014400e+00
   2.0780000e+02  -5.1961358e+02   5.3382766e+01   4.7171640e+00   6.7158000e-02   2.0697600e+00
   2.0800000e+02  -5.2004691e+02   5.3385542e+01   4.7181780e+00   6.0762000e-02   2.1410400e+00
   2.0820000e+02  -5.2048506e+02   5.3397701e+01   4.7229390e+00   4.2640000e-02   2.1331200e+00
   2.0840000e+02  -5.2089611e+02   5.3406204e+01   4.7215230e+00   6.3960000e-02   2.1410400e+00
   2.0860000e+02  -5.2132947e+02   5.3407297e+01   4.7206680e+00   5.5432000e-02   2.1648000e+00
   2.0880000e+02  -5.2176238e+02   5.3409919e+01   4.7261560e+00   4.9036000e-02   2.0908800e+00
   2.0900000e+02  -5.2219709e+02   5.3426715e+01   4.7323360e+00   2.6650000e-02   2.1384000e+00
   2.0920000e+02  -5.2263560e+02   5.3447067e+01   4.7263850e+00   1.7056000e-02   2.0882400e+00
   2.0940000e+02  -5.2306305e+02   5.3453794e+01   4.7262290e+00   3.7310000e-02   2.0803200e+00
   2.0960000e+02  -5.2351040e+02   5.3451099e+01   4.7261550e+00   6.6092000e-02   2.0539200e+00
   2.0980000e+02  -5.2394069e+02   5.3441922e+01   4.7296490e+00   4.1574000e-02   2.1014400e+00
   2.1000000e+02  -5.2437398e+02   5.3446553e+01   4.7320380e+00   2.7716000e-02   2.0803200e+00
   2.1020000e+02  -5.2481587e+02   5.3468287e+01   4.7299130e+00   4.2640000e-02   2.0671200e+00
   2.1040000e+02  -5.2529109e+02   5.3445270e+01   4.7243640e+00   7.3554000e-02   2.1304800e+00
   2.1060000e+02  -5.2569837e+02   5.3451562e+01   4.7275960e+00   6.3960000e-02   2.1410400e+00
   2.1080000e+02  -5.2611934e+02   5.3430324e+01   4.7299340e+00   3.8376000e-02   2.1252000e+00
   2.1100000e+02  -5.2655957e+02   5.3430961e+01   4.7279550e+00   2.1320000e-02   2.1146400e+00
   2.1120000e+02  -5.2700180e+02   5.3454380e+01   4.7175860e+00   4.4772000e-02   2.1172800e+00
   2.1140000e+02  -5.2743197e+02   5.3457748e+01   4.7119670e+00   4.7970000e-02   2.0776800e+00
   2.1160000e+02  -5.2785615e+02   5.3418395e+01   4.7132920e+00   4.5838000e-02   2.0750400e+00
   2.1180000e+02  -5.2833690e+02   5.3410886e+01   4.7131640e+00   6.0762000e-02   2.0380800e+00
   2.1200000e+02  -5.2878038e+02   5.3431033e+01   4.7147180e+00   5.3300000e-02   2.1252000e+00
   2.1220000e+02  -5.2918884e+02   5.3462684e+01   4.7148080e+00   4.4772000e-02   2.0988000e+00
   2.1240000e+02  -5.2963031e+02   5.3432739e+01   4.7139880e+00   5.4366000e-02   2.1357600e+00
   2.1260000e+02  -5.3006399e+02   5.3426554e+01   4.7217920e+00   6.3960000e-02   2.1463200e+00
   2.1280000e+02  -5.3049926e+02   5.3411174e+01   4.7265050e+00   5.8630000e-02   2.1357600e+00
   2.1300000e+02  -5.3094090e+02   5.3419278e+01   4.7297060e+00   3.9442000e-02   2.1410400e+00
   2.1320000e+02  -5.3137146e+02   5.3448288e+01   4.7309420e+00   2.6650000e-02   2.1436800e+00
   2.1340000e+02  -5.3180747e+02   5.3461805e+01   4.7285730e+00   5.9696000e-02   2.1146400e+00
   2.1360000e+02  -5.3224366e+02   5.3459222e+01   4.7316440e+00   5.2234000e-02   2.1014400e+00
   2.1380000e+02  -5.3266122e+02   5.3453752e+01   4.7340010e+00   4.2640000e-02   2.1199200e+00
   2.1400000e+02  -5.3312130e+02   5.3464273e+01   4.7334570e+00   4.7970000e-02   2.1014400e+00
   2.1420000e+02  -5.3356082e+02   5.3484251e+01   4.7312160e+00   3.7310000e-02   2.1331200e+00
   2.1440000e+02  -5.3400922e+02   5.3504569e+01   4.7276070e+00   4.0508000e-02   2.1040800e+00
   2.1460000e+02  -5.3443334e+02   5.3491445e+01   4.7253250e+00   3.3046000e-02   2.1331200e+00
   2.1480000e+02  -5.3488963e+02   5.3493661e+01   4.7158010e+00   4.4772000e-02   2.1120000e+00
   2.1500000e+02  -5.3532387e+02   5.3471171e+01   4.7143150e+00   3.8376000e-02   2.1964800e+00
   2.1520000e+02  -5.3577092e+02   5.3458013e+01   4.7096800e+00   2.9848000e-02   2.0803200e+00
   2.1540000e+02  -5.3616706e+02   5.3434620e+01   4.7055930e+00   4.9036000e-02   2.1542400e+00
   2.1560000e+02  -5.3660866e+02   5.3421894e+01   4.7020460e+00   6.1828000e-02   2.0988000e+00
   2.1580000e+02  -5.3706064e+02   5.3415502e+01   4.7050140e+00   8.4214000e-02   2.1410400e+00
   2.1600000e+02  -5.3747875e+02   5.3393366e+01   4.7094540e+00   6.0762000e-02   2.1727200e+00
   2.1620000e+02  -5.3791737e+02   5.3376573e+01   4.7125400e+00   5.9696000e-02   2.0618400e+00
   2.1640000e+02  -5.3835176e+02   5.3377402e+01   4.7133810e+00   6.1828000e-02   2.1806400e+00
   2.1660000e+02  -5.3881650e+02   5.3407227e+01   4.7198350e+00   6.6092000e-02   2.0961600e+00
   2.1680000e+02  -5.3923804e+02   5.3398061e+01   4.7248180e+00   4.7970000e-02   2.1489600e+00
   2.1700000e+02  -5.3968275e+02   5.3415669e+01   4.7318090e+00   4.0508000e-02   2.0776800e+00
   2.1720000e+02  -5.4011301e+02   5.3431657e+01   4.7255630e+00   5.4366000e-02   2.1595200e+00
   2.1740000e+02  -5.4057852e+02   5.3448818e+01   4.7288410e+00   6.2894000e-02   2.1093600e+00
   2.1760000e+02  -5.4101703e+02   5.3429956e+01   4.7290120e+00   6.8224000e-02   2.1225600e+00
   2.1780000e+02  -5.4145738e+02   5.3430751e+01   4.7357480e+00   4.0508000e-02   2.1516000e+00
   2.1800000e+02  -5.4190095e+02   5.3436105e+01   4.7340240e+00   6.1828000e-02   2.0829600e+00
   2.1820000e+02  -5.4233529e+02   5.3450364e+01   4.7343420e+00   6.0762000e-02   2.1489600e+00
   2.1840000e+02  -5.4278338e+02   5.3447167e+01   4.7343000e+00   4.7970000e-02   2.0829600e+00
   2.1860000e+02  -5.4322266e+02   5.3442102e+01   4.7349840e+00   5.5432000e-02   2.1436800e+00
   2.1880000e+02  -5.4365902e+02   5.3463848e+01   4.7344290e+00   5.8630000e-02   2.1146400e+00
   2.1900000e+02  -5.4408104e+02   5.3481806e+01   4.7352490e+00   1.8122000e-02   2.1832800e+00
   2.1920000e+02  -5.4450247e+02   5.3488950e+01   4.7293580e+00  -1.2792000e-02   2.1225600e+00
   2.1940000e+02  -5.4494202e+02   5.3492824e+01   4.7199370e+00   1.9188000e-02   2.1014400e+00
   2.1960000e+02  -5.4537365e+02   5.3505037e+01   4.7073170e+00   3.6244000e-02   2.1516000e+00
   2.1980000e+02  -5.4580535e+02   5.3476037e+01   4.7040070e+00   3.0914000e-02   2.0882400e+00
   2.2000000e+02  -5.4623075e+02   5.3446656e+01   4.7048620e+00  -2.1320000e-03   2.1568800e+00
   2.2020000e+02  -5.4667809e+02   5.3446606e+01   4.6976840e+00   1.5990000e-02   2.1436800e+00
   2.2040000e+02  -5.4712503e+02   5.3457551e+01   4.6919400e+00   6.6092000e-02   2.1700800e+00
   2.2060000e+02  -5.4756170e+02   5.3453444e+01   4.6970710e+00   9.2742000e-02   2.1463200e+00
   2.2080000e+02  -5.4798722e+02   5.3436585e+01   4.6984260e+00   8.1016000e-02   2.1674400e+00
   2.2100000e+02  -5.4840821e+02   5.3432497e+01   4.7106690e+00   7.8884000e-02   2.2044000e+00
   2.2120000e+02  -5.4885136e+02   5.3419904e+01   4.7136800e+00   8.6346000e-02   2.1674400e+00
   2.2140000e+02  -5.4934528e+02   5.3418483e+01   4.7223800e+00   9.5940000e-02   2.2070400e+00
   2.2160000e+02  -5.4977983e+02   5.3428795e+01   4.7331500e+00   7.3554000e-02   2.1199200e+00
   2.2180000e+02  -5.5020488e+02   5.3449580e+01   4.7372990e+00   6.0762000e-02   2.1278400e+00
   2.2200000e+02  -5.5064794e+02   5.3479159e+01   4.7359170e+00   5.7564000e-02   2.1067200e+00
   2.2220000e+02  -5.5108332e+02   5.3488739e+01   4.7366770e+00   5.6498000e-02   2.1252000e+00
   2.2240000e+02  -5.5151653e+02   5.3498049e+01   4.7389260e+00   3.0914000e-02   2.1516000e+00
   2.2260000e+02  -5.5195150e+02   5.3494941e+01   4.7327470e+00   5.2234000e-02   2.1252000e+00
   2.2280000e+02  -5.5238378e+02   5.3500406e+01   4.7322810e+00   3.5178000e-02   2.1172800e+00
   2.2300000e+02  -5.5281840e+02   5.3506840e+01   4.7292730e+00   1.4924000e-02   2.1357600e+00
   2.2320000e+02  -5.5325672e+02   5.3513681e+01   4.7258510e+00   1.1726000e-02   2.1304800e+00
   2.2340000e+02  -5.5372029e+02   5.3511210e+01   4.7155620e+00   2.2386000e-02   2.1832800e+00
   2.2360000e+02  -5.5415966e+02   5.3494454e+01   4.7129880e+00   3.8376000e-02   2.1225600e+00
   2.2380000e+02  -5.5459769e+02   5.3473927e+01   4.7116720e+00   2.9848000e-02   2.1463200e+00
   2.2400000e+02  -5.5500492e+02   5.3463729e+01   4.7065210e+00   2.6650000e-02   2.0539200e+00
   2.2420000e+02  -5.5543675e+02   5.3462962e+01   4.7063630e+00   3.3046000e-02   2.1568800e+00
   2.2440000e+02  -5.5589895e+02   5.3467726e+01   4.7056110e+00   6.5026000e-02   2.1516000e+00
   2.2460000e+02  -5.5632320e+02   5.3458350e+01   4.7063390e+00   7.0356000e-02   2.1040800e+00
   2.2480000e+02  -5.5676523e+02   5.3463750e+01   4.7129000e+00   6.0762000e-02   2.0961600e+00
   2.2500000e+02  -5.5719924e+02   5.3472424e+01   4.7160980e+00   7.0356000e-02   2.1674400e+00
   2.2520000e+02  -5.5763500e+02   5.3504411e+01   4.7169280e+00   6.9290000e-02   2.1938400e+00
   2.2540000e+02  -5.5807021e+02   5.3509476e+01   4.7199660e+00   7.5686000e-02   2.1885600e+00
   2.2560000e+02  -5.5851045e+02   5.3511326e+01   4.7262490e+00   6.6092000e-02   2.1568800e+00
   2.2580000e+02  -5.5895209e+02   5.3516890e+01   4.7291980e+00   7.2488000e-02   2.0644800e+00
   2.2600000e+02  -5.5938961e+02   5.3532687e+01   4.7332770e+00   7.1422000e-02   2.1278400e+00
   2.2620000e+02  -5.5982140e+02   5.3538720e+01   4.7313010e+00   5.6498000e-02   2.1252000e+00
   2.2640000e+02  -5.6023814e+02   5.3535150e+01   4.7331870e+00   2.9848000e-02   2.1278400e+00
   2.2660000e+02  -5.6067904e+02   5.3545321e+01   4.7270660e+00   2.3452000e-02   2.1120000e+00
   2.2680000e+02  -5.6111582e+02   5.3548015e+01   4.7241050e+00   3.7310000e-02   2.1146400e+00
   2.2700000e+02  -5.6154903e+02   5.3565199e+01   4.7223470e+00   2.0254000e-02   2.0988000e+00
   2.2720000e+02  -5.6197699e+02   5.3569894e+01   4.7205470e+00  -2.1320000e-03   2.0644800e+00
   2.2740000e+02  -5.6241931e+02   5.3595374e+01   4.7129840e+00  -4.2640000e-03   2.1040800e+00
   2.2760000e+02  -5.6286689e+02   5.3605147e+01   4.7017730e+00   2.1320000e-03   2.1357600e+00
   2.2780000e+02  -5.6332623e+02   5.3580858e+01   4.6956800e+00   1.8122000e-02   2.1120000e+00
   2.2800000e+02  -5.6375902e+02   5.3547342e+01   4.6948970e+00   4.7970000e-02   2.1067200e+00
   2.2820000e+02  -5.6417227e+02   5.3512909e+01   4.6964080e+00   4.6904000e-02   2.0961600e+00
   2.2840000e+02  -5.6461055e+02   5.3498026e+01   4.6983040e+00   5.5432000e-02   2.1252000e+00
   2.2860000e+02  -5.6504370e+02   5.3505518e+01   4.6992500e+00   6.1828000e-02   2.1040800e+00
   2.2880000e+02  -5.6547740e+02   5.3513911e+01   4.7015090e+00   8.5280000e-02   2.1410400e+00
   2.2900000e+02  -5.6594030e+02   5.3505940e+01   4.7042140e+00   9.3808000e-02   2.1727200e+00
   2.2920000e+02  -5.6637132e+02   5.3493308e+01   4.7083300e+00   8.5280000e-02   2.1410400e+00
   2.2940000e+02  -5.6680858e+02   5.3486536e+01   4.7193050e+00   8.6346000e-02   2.1542400e+00
   2.2960000e+02  -5.6724947e+02   5.3487210e+01   4.7278150e+00   6.9290000e-02   2.1331200e+00
   2.2980000e+02  -5.6766976e+02   5.3554554e+01   4.7276020e+00   7.1422000e-02   2.1252000e+00
   2.3000000e+02  -5.6809370e+02   5.3539220e+01   4.7304380e+00   4.3706000e-02   2.1040800e+00
   2.3020000e+02  -5.6853273e+02   5.3555744e+01   4.7328840e+00   4.9036000e-02   2.1014400e+00
   2.3040000e+02  -5.6897333e+02   5.3528902e+01   4.7318370e+00   1.7056000e-02   2.1199200e+00
   2.3060000e+02  -5.6941506e+02   5.3531583e+01   4.7285170e+00   1.5990000e-02   2.1014400e+00
   2.3080000e+02  -5.6986190e+02   5.3524020e+01   4.7239440e+00   1.4924000e-02   2.1172800e+00
   2.3100000e+02  -5.7030477e+02   5.3570377e+01   4.7218870e+00   2.2386000e-02   2.1252000e+00
   2.3120000e+02  -5.7074539e+02   5.3570693e+01   4.7209490e+00   4.3706000e-02   2.1172800e+00
   2.3140000e+02  -5.7118636e+02   5.3578670e+01   4.7201210e+00   1.8122000e-02   2.1648000e+00
   2.3160000e+02  -5.7163146e+02   5.3569673e+01   4.7162890e+00   3.0914000e-02   2.1753600e+00
   2.3180000e+02  -5.7207592e+02   5.3576411e+01   4.7180760e+00   3.7310000e-02   2.1146400e+00
   2.3200000e+02  -5.7249907e+02   5.3591420e+01   4.7140400e+00   3.3046000e-02   2.0935200e+00
   2.3220000e+02  -5.7293187e+02   5.3586635e+01   4.7157350e+00   4.4772000e-02   2.0724000e+00
   2.3240000e+02  -5.7338865e+02   5.3562321e+01   4.7197570e+00   5.4366000e-02   2.0724000e+00
   2.3260000e+02  -5.7380111e+02   5.3570737e+01   4.7166600e+00   4.9036000e-02   2.1436800e+00
   2.3280000e+02  -5.7424314e+02   5.3546630e+01   4.7120900e+00   5.2234000e-02   2.1278400e+00
   2.3300000e+02  -5.7467548e+02   5.3537836e+01   4.7093720e+00   4.7970000e-02   2.1463200e+00
   2.3320000e+02  -5.7512151e+02   5.3553379e+01   4.7065910e+00   5.0102000e-02   2.1621600e+00
   2.3340000e+02  -5.7557770e+02   5.3538189e+01   4.7029970e+00   3.4112000e-02   2.2017600e+00
   2.3360000e+02  -5.7601033e+02   5.3511449e+01   4.7001480e+00   4.7970000e-02   2.1304800e+00
   2.3380000e+02  -5.7645500e+02   5.3486048e+01   4.6967950e+00   6.7158000e-02   2.1410400e+00
   2.3400000e+02  -5.7688873e+02   5.3559322e+01   4.6958930e+00   7.0356000e-02   2.1331200e+00
   2.3420000e+02  -5.7732770e+02   5.3568725e+01   4.7032100e+00   6.1828000e-02   2.1436800e+00
   2.3440000e+02  -5.7776222e+02   5.3552604e+01   4.7045900e+00   5.5432000e-02   2.1357600e+00
   2.3460000e+02  -5.7820259e+02   5.3554704e+01   4.7115320e+00   5.1168000e-02   2.1252000e+00
   2.3480000e+02  -5.7863352e+02   5.3561144e+01   4.7124440e+00   5.9696000e-02   2.1463200e+00
   2.3500000e+02  -5.7907587e+02   5.3551795e+01   4.7215720e+00   6.7158000e-02   2.1410400e+00
   2.3520000e+02  -5.7950776e+02   5.3556899e+01   4.7248610e+00   3.3046000e-02   2.1040800e+00
   2.3540000e+02  -5.7994010e+02   5.3572355e+01   4.7262820e+00   4.1574000e-02   2.1146400e+00
   2.3560000e+02  -5.8038194e+02   5.3591863e+01   4.7222970e+00   5.2234000e-02   2.1067200e+00
   2.3580000e+02  -5.8082505e+02   5.3596346e+01   4.7168270e+00   4.2640000e-02   2.1568800e+00
   2.3600000e+02  -5.8125293e+02   5.3542362e+01   4.7231440e+00   4.7970000e-02   2.1436800e+00
   2.3620000e+02  -5.8169710e+02   5.3528465e+01   4.7201730e+00   4.9036000e-02   2.1806400e+00
   2.3640000e+02  -5.8214450e+02   5.3519675e+01   4.7168100e+00   5.3300000e-02   2.1595200e+00
   2.3660000e+02  -5.8259483e+02   5.3502579e+01   4.7153100e+00   4.1574000e-02   2.1489600e+00
   2.3680000e+02  -5.8305602e+02   5.3487035e+01   4.7088460e+00   3.4112000e-02   2.1093600e+00
   2.3700000e+02  -5.8349940e+02   5.3480142e+01   4.7062730e+00   5.2234000e-02   2.1489600e+00
   2.3720000e+02  -5.8393847e+02   5.3486703e+01   4.7057750e+00   7.1422000e-02   2.1384000e+00
   2.3740000e+02  -5.8438117e+02   5.3505946e+01   4.7043810e+00   7.5686000e-02   2.0750400e+00
   2.3760000e+02  -5.8481105e+02   5.3487720e+01   4.7164510e+00   6.6092000e-02   2.0908800e+00
   2.3780000e+02  -5.8525159e+02   5.3470227e+01   4.7189190e+00   7.0356000e-02   2.0724000e+00
   2.3800000e+02  -5.8568928e+02   5.3462850e+01   4.7209590e+00   7.7818000e-02   2.1067200e+00
   2.3820000e+02  -5.8612815e+02   5.3484098e+01   4.7301540e+00   5.5432000e-02   2.1384000e+00
   2.3840000e+02  -5.8655453e+02   5.3491468e+01   4.7416910e+00   2.8782000e-02   2.1331200e+00
   2.3860000e+02  -5.8700314e+02   5.3531710e+01   4.7415440e+00   2.6650000e-02   2.1806400e+00
   2.3880000e+02  -5.8745032e+02   5.3542913e+01   4.7314270e+00   2.9848000e-02   2.1859200e+00
   2.3900000e+02  -5.8788696e+02   5.3541103e+01   4.7353680e+00   4.0508000e-02   2.1991200e+00
   2.3920000e+02  -5.8833378e+02   5.3549308e+01   4.7352120e+00   4.0508000e-02   2.0935200e+00
   2.3940000e+02  -5.8877513e+02   5.3558764e+01   4.7238600e+00   3.1980000e-02   2.1436800e+00
   2.3960000e+02  -5.8922029e+02   5.3583080e+01   4.7263690e+00   4.3706000e-02   2.1304800e+00
   2.3980000e+02  -5.8964216e+02   5.3554395e+01   4.7205970e+00   3.8376000e-02   2.1410400e+00
   2.4000000e+02  -5.9009932e+02   5.3533693e+01   4.7134230e+00   5.5432000e-02   2.1252000e+00
   2.4020000e+02  -5.9053728e+02   5.3511574e+01   4.7097630e+00   5.1168000e-02   2.1489600e+00
   2.4040000e+02  -5.9099327e+02   5.3505894e+01   4.7154230e+00   5.1168000e-02   2.0776800e+00
   2.4060000e+02  -5.9144266e+02   5.3503602e+01   4.7140080e+00   5.5432000e-02   2.0856000e+00
   2.4080000e+02  -5.9188369e+02   5.3511047e+01   4.7078330e+00   5.0102000e-02   2.1278400e+00
   2.4100000e+02  -5.9233001e+02   5.3519673e+01   4.7060710e+00   4.6904000e-02   2.0829600e+00
   2.4120000e+02  -5.9276475e+02   5.3529993e+01   4.6982610e+00   4.1574000e-02   2.1753600e+00
   2.4140000e+02  -5.9320617e+02   5.3537689e+01   4.7035060e+00   5.8630000e-02   2.1331200e+00
   2.4160000e+02  -5.9364375e+02   5.3536769e+01   4.7055370e+00   8.1016000e-02   2.1410400e+00
   2.4180000e+02  -5.9404688e+02   5.3554885e+01   4.7114230e+00   6.0762000e-02   2.1410400e+00
   2.4200000e+02  -5.9447974e+02   5.3549184e+01   4.7167480e+00   4.5838000e-02   2.1304800e+00
   2.4220000e+02  -5.9492095e+02   5.3569475e+01   4.7210880e+00   4.6904000e-02   2.1252000e+00
   2.4240000e+02  -5.9537174e+02   5.3600984e+01   4.7197330e+00   5.1168000e-02   2.1463200e+00
   2.4260000e+02  -5.9581149e+02   5.3605825e+01   4.7274470e+00   5.5432000e-02   2.1384000e+00
   2.4280000e+02  -5.9625792e+02   5.3604646e+01   4.7276350e+00   4.2640000e-02   2.1780000e+00
   2.4300000e+02  -5.9669745e+02   5.3614643e+01   4.7303220e+00   2.7716000e-02   2.1991200e+00
   2.4320000e+02  -5.9713748e+02   5.3634371e+01   4.7277540e+00   1.2792000e-02   2.1595200e+00
   2.4340000e+02  -5.9757482e+02   5.3647637e+01   4.7232810e+00   4.0508000e-02   2.1463200e+00
   2.4360000e+02  -5.9801017e+02   5.3656102e+01   4.7208330e+00   4.1574000e-02   2.1172800e+00
   2.4380000e+02  -5.9843820e+02   5.3644341e+01   4.7208490e+00   4.4772000e-02   2.1384000e+00
   2.4400000e+02  -5.9887573e+02   5.3644948e+01   4.7214910e+00   3.3046000e-02   2.1304800e+00
   2.4420000e+02  -5.9928658e+02   5.3637813e+01   4.7104780e+00   5.9696000e-02   2.0988000e+00
   2.4440000e+02  -5.9975864e+02   5.3644479e+01   4.7103410e+00   6.9290000e-02   2.1278400e+00
   2.4460000e+02  -6.0019948e+02   5.3623921e+01   4.7093360e+00   6.5026000e-02   2.1225600e+00
   2.4480000e+02  -6.0063759e+02   5.3620312e+01   4.7121260e+00   4.6904000e-02   2.1727200e+00
   2.4500000e+02  -6.0107996e+02   5.3639816e+01   4.7138200e+00   3.9442000e-02   2.1357600e+00
   2.4520000e+02  -6.0151805e+02   5.3648366e+01   4.7113570e+00   4.6904000e-02   2.1093600e+00
   2.4540000e+02  -6.0195829e+02   5.3640113e+01   4.7131520e+00   3.1980000e-02   2.0671200e+00
   2.4560000e+02  -6.0239715e+02   5.3628033e+01   4.7115890e+00   4.9036000e-02   2.1331200e+00
   2.4580000e+02  -6.0281720e+02   5.3630982e+01   4.7140670e+00   2.4518000e-02   2.1410400e+00
   2.4600000e+02  -6.0325162e+02   5.3583919e+01   4.7163170e+00   2.5584000e-02   2.0882400e+00
   2.4620000e+02  -6.0367978e+02   5.3570761e+01   4.7129510e+00   3.5178000e-02   2.0803200e+00
   2.4640000e+02  -6.0410201e+02   5.3585492e+01   4.7151390e+00   3.0914000e-02   2.1304800e+00
